prkplceNo,prkplceNm,prkplceSe,prkplceType,rdnmadr,lnmadr,prkcmprt,feedingSe,enforceSe,operDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,parkingchrgeInfo,basicTime,basicCharge,addUnitTime,addUnitCharge,dayCmmtktAdjTime,dayCmmtkt,monthCmmtkt,metpay,spcmnt,institutionNm,phoneNumber,latitude,longitude,pwdbsPpkZoneYn,referenceDate,insttCode,insttNm
130-1-000004,중앙동 마린센터 공영주차장,공영,노상,부산광역시 중구 충장대로5번길 72,부산광역시 중구 중앙동4가 75-1,45,1,요일제,평일,09:00,20:00,00:00,00:00,00:00,00:00,유료,10,500,10,500,,,,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,35.1115353768,129.0390123879,,2026-04-16,3250000,부산광역시 중구
143-1-000008,민락해변공원 공영주차장,공영,노상,부산광역시 수영구 광안해변로 278번길 42,부산광역시 수영구 민락동 181-154,26,2,미시행,평일+토요일+공휴일,09:00,01:00,09:00,01:00,09:00,01:00,유료,10,300,10,300,0,0,0,현금+신용카드,,부산광역시 수영구청,051-610-4552,35.15397219,129.12451320,N,2026-03-25,3380000,부산광역시 수영구
143-1-000001,남천1동 공영주차장,공영,노상,부산광역시 수영구 황령대로 489번길 45,부산광역시 수영구 남천동 212,66,3,미시행,평일+토요일,10:00,22:00,10:00,22:00,00:00,00:00,유료,10,200,10,200,0,0,0,현금+신용카드,,부산광역시 수영구청,051-610-4552,35.13985428,129.10917370,Y,2026-03-25,3380000,부산광역시 수영구
143-2-000003,광안리해수욕장 공영주차장,공영,노외,부산광역시 수영구 남천바다로33번길 75 (광안동),부산광역시 수영구 광안동 198-3,54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,500,10,500,0,0,0,신용카드,,부산광역시 수영구청,051-610-4552,35.15143053,129.11609520,Y,2026-03-25,3380000,부산광역시 수영구
143-2-000006,망미동노외공영주차장,공영,노외,부산광역시 수영구 금련로43번길 17 (망미동),부산광역시 수영구 망미동 979-73,171,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 수영구청,051-610-4552,35.17031496,129.09689200,Y,2026-03-25,3380000,부산광역시 수영구
143-1-000007,민락수변공원 공영주차장,공영,노상,부산광역시 수영구 민락수변로 109,부산광역시 수영구 민락동 110-49,43,2,미시행,평일+토요일+공휴일,11:00,23:59,11:00,23:59,11:00,23:59,유료,10,300,10,300,24,8000,160000,신용카드,,부산광역시 수영구청,051-610-4552,35.15480612,129.13243950,N,2026-03-25,3380000,부산광역시 수영구
142-2-000009,연제문화체육공원 공영주차장,공영,노외,,부산광역시 연제구 연산동 952-18,25,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.18471436,129.090531,N,2026-04-15,3370000,부산광역시 연제구
142-2-000010,해맞이 공영주차장,공영,노외,,부산광역시 연제구 거제동 625-11,14,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,200,,24,4700,,,,부산광역시 연제구청,051-665-5032,35.18323045,129.069733,N,2026-04-15,3370000,부산광역시 연제구
142-2-000011,한빛 공영주차장,공영,노외,부산광역시 연제구 연동로8번길 45,부산광역시 연제구 연산동 2273,21,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.18905223,129.091121,Y,2026-04-15,3370000,부산광역시 연제구
142-2-000012,연삼행복공영주차장,공영,노외,,부산광역시 연제구 연산동 1829,44,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,200,,24,4700,,,,부산광역시 연제구청,051-665-5032,35.17293313,129.0929105,Y,2026-04-15,3370000,부산광역시 연제구
142-2-000013,황령산봉수대공영주차장,공영,노외,,부산광역시 연제구 연산동 산181-22,28,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,,0,0,,,,부산광역시 연제구청,051-665-5032,35.15949925,129.081392,N,2026-04-15,3370000,부산광역시 연제구
143-2-000009,호암골 공영주차장,공영,노외,부산광역시 수영구 호암로 71(광안동),부산광역시 수영구 광안동 1146-4,53,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,신용카드,,부산광역시 수영구청,051-610-4552,35.15881629,129.10605000,Y,2026-03-25,3380000,부산광역시 수영구
136-2-000002,용호부두 공영주차장,공영,노외,부산광역시 남구 분포로 93,부산광역시 남구 용호동 960,172,2,미시행,평일+토요일+공휴일,12:00,23:59,12:00,23:59,12:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드,무인주차장,부산관광공사,051-626-8302,35.1321062,129.1160951,Y,2026-04-24,B552974,부산관광공사
136-2-000003,용호만유람선터미널 부설주차장,공영,노외,부산광역시 남구 분포로 101,부산광역시 남구 용호동 959,66,2,미시행,평일+토요일+공휴일,12:00,23:59,12:00,23:59,12:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드,무인주차장,부산관광공사,051-626-8302,35.13272835,129.1153521,Y,2026-04-24,B552974,부산관광공사
136-2-001045,용호중학교 옆 공영주차장,공영,노외,,부산광역시 남구 용호동 514,42,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호3동 단체장협의회,051-607-6764,35.1187193,129.1173071,N,2026-04-15,3310000,부산광역시 남구
136-2-000008,동명로118번길 공영주차장,공영,노외,,부산광역시 남구 용호동 485-16,20,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호4동 주민자치위원회,051-607-6782,35.11511138,129.1097275,N,2026-04-15,3310000,부산광역시 남구
136-1-000004,대연극동아파트 옆,공영,노상,,부산광역시 남구 대연동 282-5,12,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연5동 주민자치위원회,051-607-6688,35.14019243,129.0914363,N,2026-04-15,3310000,부산광역시 남구
136-1-000077,사슴빌라 주변,공영,노상,,부산광역시 남구 대연동 1487-15,5,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연5동 주민자치위원회,051-607-6688,35.1414207,129.0903588,N,2026-04-15,3310000,부산광역시 남구
136-1-000078,동보빌리지 주변,공영,노상,,부산광역시 남구 대연동 1479-22,8,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연5동 주민자치위원회,051-607-6688,35.14041633,129.0893992,N,2026-04-15,3310000,부산광역시 남구
136-1-000079,못골성당 앞,공영,노상,,부산광역시 남구 대연동 1535-2,7,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연5동 주민자치위원회,051-607-6688,35.1372213,129.0872388,N,2026-04-15,3310000,부산광역시 남구
136-1-000001,수영로266번길(글로리빌라 앞),공영,노상,,부산광역시 남구 대연동 548-6,5,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.1326995,129.0998691,N,2026-04-15,3310000,부산광역시 남구
136-1-001376,부산공고담장주변,공영,노상,,부산광역시 남구 대연동 1203-115,28,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연4동 주민자치위원회,051-607-6662,35.13091392,129.0869949,N,2026-04-15,3310000,부산광역시 남구
136-1-001536,문화회관진입로,공영,노상,,부산광역시 남구 대연동 848-4,19,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연4동 주민자치위원회,051-607-6662,35.12718493,129.0934781,N,2026-04-15,3310000,부산광역시 남구
142-2-000014,연일시장공영주차장,공영,노외,부산광역시 연제구 고분로13번길 8,부산광역시 연제구 연산동 631-6,50,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,500,500,,24,15000,,,,부산광역시 연제구청,051-665-5032,35.18606964,129.0845725,Y,2026-04-15,3370000,부산광역시 연제구
142-2-000001,황금로 공영주차장,공영,노외,부산광역시 연제구 금련로42번길 18,부산광역시 연제구 연산동 1811-561,53,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.17046555,129.095149,Y,2026-04-15,3370000,부산광역시 연제구
142-2-000002,연일 공영주차장,공영,노외,,부산광역시 연제구 연산동 768-6,22,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.1843557321,129.0844073365,N,2026-04-15,3370000,부산광역시 연제구
142-2-000003,과정 공영주차장,공영,노외,,부산광역시 연제구 연산동 1062-1,54,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.18707007,129.098859,Y,2026-04-15,3370000,부산광역시 연제구
142-2-000004,금련 공영주차장,공영,노외,부산광역시 연제구 금련로38번길 50,부산광역시 연제구 연산동 1811-664,130,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.17162666,129.094771,Y,2026-04-15,3370000,부산광역시 연제구
142-2-000005,연미 공영주차장,공영,노외,,부산광역시 연제구 연산동 2122-12,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,300,,24,8000,,,,부산광역시 연제구청,051-665-5032,35.1739462998,129.095139349,N,2026-04-15,3370000,부산광역시 연제구
142-1-000006,한양아파트 앞 공영주차장,공영,노상,,부산광역시 연제구 연산동 420-4,65,4,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.18916976,129.1065425,Y,2026-04-15,3370000,부산광역시 연제구
142-1-000007,시티타워 뒤 공영주차장,공영,노상,,부산광역시 연제구 연산동 1123-1,11,3,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,200,200,,24,4700,,,,부산광역시 연제구청,051-665-5032,35.189578,129.080157,N,2026-04-15,3370000,부산광역시 연제구
142-1-000008,태경선샤인아파트 앞 공영주차장,공영,노상,,부산광역시 연제구 거제동 120-6,22,4,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,10,100,100,,24,2400,,,,부산광역시 연제구청,051-665-5032,35.19792748,129.079206,N,2026-04-15,3370000,부산광역시 연제구
136-1-000010,솔밭공원 아랫길,공영,노상,,부산광역시 남구 용호동 356-1,10,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호1동 주민자치위원회,051-607-6734,35.11957014,129.1098529,N,2026-04-15,3310000,부산광역시 남구
136-1-000011,용호성당 주변,공영,노상,,부산광역시 남구 용호동 487-9,4,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호1동 주민자치위원회,051-607-6734,35.11697196,129.110632,N,2026-04-15,3310000,부산광역시 남구
136-2-000004,삼성시장 배수펌프장 상부,공영,노외,,부산광역시 남구 용호동 261-5,18,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호1동 주민자치위원회,051-607-6734,35.12352921,129.1101868,N,2026-04-15,3310000,부산광역시 남구
136-2-002009,용호1동 제4공영주차장,공영,노외,,부산광역시 남구 용호동 221-1,17,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호1동 주민자치위원회,051-607-6734,35.12443012,129.1093228,N,2026-04-15,3310000,부산광역시 남구
136-2-000001,백세교,공영,노외,,부산광역시 남구 용호동 869,28,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호2동 주민자치위원회,051-607-6742,35.11380616,129.1163929,N,2026-04-15,3310000,부산광역시 남구
136-2-002002,다보네가구 주차장(부설개방),공영,노외,부산광역시 남구 이기대공원로 450,부산광역시 남구 용호동 566-3,5,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호2동 주민자치위원회,051-607-6742,35.10826905,129.1134225,N,2026-04-15,3310000,부산광역시 남구
136-2-002010,동산그린아파트 앞,공영,노외,,부산광역시 남구 용호동 527-11,10,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호2동 주민자치위원회,051-607-6742,35.11448428,129.1141799,N,2026-04-15,3310000,부산광역시 남구
136-1-001552,용호종합복지관주변,공영,노상,,부산광역시 남구 용호동 85-2,18,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호3동 단체장협의회,051-607-6764,35.12424973,129.1138002,N,2026-04-15,3310000,부산광역시 남구
136-1-001544,분포맨션주변,공영,노상,,부산광역시 남구 용호동 368-3,8,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호3동 단체장협의회,051-607-6764,35.12152751,129.1129157,N,2026-04-15,3310000,부산광역시 남구
136-2-000010,동명로157번길 공영주차장,공영,노외,,부산광역시 남구 용호동 373-15,23,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호3동 단체장협의회,051-607-6764,35.11963238,129.1145472,N,2026-04-15,3310000,부산광역시 남구
136-2-000001,대연5동 제1공영주차장,공영,노외,,부산광역시 남구 대연동 1490-17,13,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연5동 주민자치위원회,051-607-6688,35.14210156,129.0894217,N,2026-04-15,3310000,부산광역시 남구
136-1-001317,중앙고교담장주변,공영,노상,,부산광역시 남구 대연동 1779,35,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연6동 주민자치위원회,051-607-6704,35.13976019,129.0782076,N,2026-04-15,3310000,부산광역시 남구
136-1-000009,부산세무고등학교주변,공영,노상,,부산광역시 남구 대연동 1801,29,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연6동 주민자치위원회,051-607-6704,35.13885179,129.0847678,N,2026-04-15,3310000,부산광역시 남구
136-2-000002,대연6동 제1공영주차장,공영,노외,부산광역시 남구 진남로 151,부산광역시 남구 대연동 1578-16,9,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연6동 주민자치위원회,051-607-6704,35.1401005413,129.0794642,N,2026-04-15,3310000,부산광역시 남구
136-2-000006,용호초등학교뒤 공영주차장,공영,노외,,부산광역시 남구 용호동 66-3,19,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호1동 주민자치위원회,051-607-6734,35.1229471,129.1081843,N,2026-04-15,3310000,부산광역시 남구
136-2-000006,용호중앙교회앞 공영주차장,공영,노외,,부산광역시 남구 용호동 409-25,14,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호1동 주민자치위원회,051-607-6734,35.11856099,129.1091141,N,2026-04-15,3310000,부산광역시 남구
